ORCID,last_phd,total_pub,to_China,age,work1_avg,conn,is_Chinese,work_diff
0000-0003-2486-157X,0,10,1,5,0.208333333,0,0,-0.208333333
0000-0003-2516-3466,0,0,1,0,0,1,1,0.229885057
0000-0003-2528-708X,1,15,1,4,0.333333333,0,0,-0.171171171
0000-0003-2550-7388,0,4,1,4,0.058823529,0,0,0.113590264
0000-0003-2571-6817,0,0,1,0,0,0,0,0
0000-0003-2601-9423,0,0,1,0,0,0,1,0
0000-0003-2607-4019,0,4,1,7,0.148148148,1,1,0.071029934
0000-0003-2608-4284,0,5,1,6,0.041666667,0,0,0.045289855
0000-0003-2637-5508,1,9,1,5,0.087719298,0,1,1.245614035
0000-0003-2644-7452,0,20,1,11,0.133333333,0,0,0.075
0000-0003-2647-6261,1,1,1,1,0,0,1,0
0000-0003-2687-0293,0,546,1,40,0.245901639,0,1,-0.245901639
0000-0003-2689-0251,1,3,1,3,0,0,0,0.371428571
0000-0003-2705-2663,0,0,1,0,0,0,0,0
0000-0003-2794-3175,0,3,1,5,0.03030303,0,0,-0.03030303
0000-0003-2804-0162,0,3,1,7,0.105263158,1,1,0.045680238
0000-0003-2828-6314,1,1,1,2,0.045454545,0,0,0.44025974
0000-0003-2829-1375,1,1,1,3,0.083333333,0,1,-0.053030303
0000-0003-2851-9878,0,27,1,8,0.25,1,1,0.230769231
0000-0003-2857-8536,0,0,1,0,0,0,1,0.023809524
0000-0003-2862-6024,0,28,1,6,0,1,1,0.173913043
0000-0003-2867-2864,0,0,1,0,0,0,1,0.009345794
0000-0003-2891-4253,0,0,1,0,0,1,1,0.077922078
0000-0003-2900-9108,0,8,1,7,0.104166667,0,1,-0.104166667
0000-0003-2903-3298,1,0,1,0,0,0,0,0
0000-0003-2908-508X,0,27,1,4,0.296703297,1,1,-0.277835372
0000-0003-2917-2941,0,2,1,3,0.020833333,2,1,-0.020833333
0000-0003-2932-4159,0,53,1,10,0.395833333,0,0,0.570833333
0000-0003-2963-9556,0,1,1,2,0.013888889,0,1,0.125
0000-0003-2964-0733,0,4,1,13,0.017241379,0,1,-0.017241379
0000-0003-2988-1502,1,19,1,5,0.078947368,0,0,0.028195489
0000-0003-2988-7867,0,77,1,19,0.415384615,0,1,-0.184615385
0000-0003-3000-3168,0,0,1,0,0,0,1,0.059701493
0000-0003-3000-8794,0,83,1,13,0.654761905,3,0,0.521708683
0000-0003-3005-3499,1,0,1,0,0,0,1,0.05
0000-0003-3010-0806,0,13,1,8,0.166666667,3,1,0.043859649
0000-0003-3039-2159,0,8,1,6,0.130434783,0,0,0.069565217
0000-0003-3061-7768,0,6,1,7,0,0,1,0.125
0000-0003-3065-8367,1,0,1,0,0,0,1,0.058823529
0000-0003-3075-1756,0,0,1,0,0,0,1,0.015625
0000-0003-3096-687X,1,6,1,6,0.076923077,0,0,-0.049145299
0000-0003-3098-7697,0,0,1,0,0,3,1,0.00990099
0000-0003-3112-1115,1,2,1,1,0,0,0,0.131578947
0000-0003-3112-3153,0,0,1,0,0,0,0,0
0000-0003-3115-2042,0,2,1,3,0,1,1,0.611764706
0000-0003-3117-1593,0,6,1,5,0,1,1,0.049180328
0000-0003-3126-4335,0,12,1,8,0.0625,3,1,0.021710526
0000-0003-3137-4390,0,9,1,4,0.066666667,1,1,-0.066666667
0000-0003-3143-0735,1,4,1,3,0.0625,0,0,-0.0625
0000-0003-3149-6005,0,1,1,2,0.033898305,1,1,0.079309242
0000-0003-3152-8054,1,4,1,6,0.085714286,0,0,-0.085714286
0000-0003-3194-2933,0,2,1,5,0.02173913,3,1,0.010006901
0000-0003-3215-7013,0,18,1,6,0.2,1,1,0.333333333
0000-0003-3219-1924,0,2,1,2,0,0,1,0.114285714
0000-0003-3264-134X,0,18,1,9,0.108695652,1,1,0.008951407
0000-0003-3280-7493,0,18,1,11,0.146341463,1,1,0.047206924
0000-0003-3293-5356,0,12,1,8,0.029411765,0,1,0.461154273
0000-0003-3311-5982,0,24,1,8,0.169491525,3,1,-0.169491525
0000-0003-3311-770X,0,66,1,6,0,0,0,1
0000-0003-3313-0904,0,1,1,1,0,1,1,0.097345133
0000-0003-3377-8591,0,5,1,7,0.222222222,1,1,0.12106136
0000-0003-3393-2333,0,13,1,6,0.31147541,0,0,-0.209434594
0000-0003-3410-445X,0,5,1,6,0.095238095,1,1,0.08043758
0000-0003-3429-3473,0,21,1,7,0.204081633,0,1,0.145124717
0000-0003-3438-9483,0,1,1,3,0.017241379,0,0,0.032758621
0000-0003-3443-8695,1,0,1,0,0,0,0,0.02173913
0000-0003-3448-4667,0,3,1,3,0.104166667,2,1,0.033088235
0000-0003-3460-0867,0,19,1,4,0.277777778,1,1,0.079365079
0000-0003-3495-688X,1,7,1,3,0.133333333,0,1,0.091666667
0000-0003-3514-834X,0,5,1,5,0.05,2,1,0.001282051
0000-0003-3520-951X,0,16,1,6,0,1,1,0.074766355
0000-0003-3531-4221,1,4,1,3,0.073170732,0,1,0.044476327
0000-0003-3557-9529,0,5,1,4,0,2,1,0.211764706
0000-0003-3573-8390,0,35,1,10,0.058823529,3,1,0.372994652
0000-0003-3581-9561,1,0,1,0,0,0,0,0.085714286
0000-0003-3582-9022,1,0,1,0,0,0,1,0.018867925
0000-0003-3591-9968,1,3,1,2,0.041666667,0,0,0.320652174
0000-0003-3606-8966,0,32,1,5,0.416666667,0,0,-0.024509804
0000-0003-3612-6951,0,0,1,0,0,1,1,0.2
0000-0003-3632-4624,0,17,1,12,0.073170732,3,0,-0.006504065
0000-0003-3671-2504,0,13,1,8,0.222222222,3,1,-0.071278826
0000-0003-3687-9187,0,0,1,0,0,2,1,0.038461538
0000-0003-3707-4540,0,12,1,9,0.033898305,3,1,0.099435028
0000-0003-3719-3814,1,6,1,4,0.25,0,1,-0.079268293
0000-0003-3731-2094,0,11,1,7,0.120689655,0,0,-0.037356322
0000-0003-3760-1259,0,2,1,2,0.027777778,0,1,0.046296296
0000-0003-3764-817X,0,0,1,0,0,1,1,0.066666667
0000-0003-3769-9356,0,0,1,0,0,3,1,0.111111111
0000-0003-3781-0528,0,5,1,9,0.035714286,0,0,0.071428571
0000-0003-3785-0458,1,2,1,3,0.073170732,0,0,0.04804139
0000-0003-3803-3951,1,15,1,10,0.21875,0,1,0.088942308
0000-0003-3805-4138,1,0,1,0,0,0,0,0.041666667
0000-0003-3809-1086,0,5,1,3,0.078947368,0,1,0.014075887
0000-0003-3812-0385,0,0,1,0,0,1,1,0
0000-0003-3851-8553,0,4,1,4,0.138888889,0,1,-0.138888889
0000-0003-3857-4125,0,0,1,0,0,1,1,0.021052632
0000-0003-3865-3229,0,7,1,6,0.027777778,1,1,-0.027777778
0000-0003-3888-2881,0,0,1,0,0,0,0,0.08
0000-0003-3890-6660,0,27,1,3,0.3125,0,0,-0.201388889
0000-0003-3900-3869,0,4,1,3,0.179487179,0,0,-0.179487179
0000-0003-3910-5398,0,2,1,2,0.04,0,1,0.043333333
0000-0003-3945-5638,0,1,1,2,0,1,1,0.025
0000-0003-3965-8654,0,9,1,3,0,2,1,0.137931034
0000-0003-3973-3669,0,33,1,10,0.284090909,2,0,-0.141233766
0000-0003-3984-9864,0,25,1,8,0.132352941,0,0,0.685828877
0000-0003-4007-1850,0,19,1,6,0.115384615,0,0,0.051282051
0000-0003-4030-196X,1,1,1,1,0.052631579,0,0,0.220095694
0000-0003-4056-097X,0,36,1,10,0.296296296,1,1,0.560846561
0000-0003-4057-8387,0,4,1,6,0.027777778,0,0,0.209510358
0000-0003-4061-8350,0,17,1,9,0.097560976,1,1,0.25799458
0000-0003-4062-3774,0,0,1,0,0,3,1,0.026666667
0000-0003-4076-1771,0,23,1,8,0.421052632,2,1,-0.421052632
0000-0003-4081-9179,0,12,1,4,0,0,0,0.722222222
0000-0003-4094-7066,1,1,1,2,0,0,1,0
0000-0003-4106-7474,1,2,1,2,0.088235294,0,1,-0.029411765
0000-0003-4107-6469,0,0,1,0,0,0,0,0
0000-0003-4134-1779,1,7,1,4,0.138888889,0,1,0.046296296
0000-0003-4199-1296,0,5,1,3,0.166666667,0,1,0.333333333
0000-0003-4220-344X,0,25,1,9,0.263157895,1,1,-0.025062657
0000-0003-4227-3034,0,0,1,0,0,0,0,0
0000-0003-4259-7725,0,59,1,11,0.25,0,1,0.067073171
0000-0003-4298-4469,1,4,1,6,0.048780488,0,1,0.024748924
0000-0003-4306-9377,1,34,1,3,0.837837838,0,0,0.242162162
0000-0003-4312-7012,0,4,1,4,0.061728395,2,1,0.152557319
0000-0003-4318-8464,0,19,1,12,0.13253012,0,0,0.034136546
0000-0003-4331-8433,0,6,1,8,0.068965517,1,1,0.056034483
0000-0003-4341-672X,1,3,1,3,0,0,1,0.185185185
0000-0003-4351-0222,0,41,1,14,1.096774194,0,1,1.24533107
0000-0003-4387-6013,1,3,1,3,0.055555556,0,1,0.027777778
0000-0003-4407-7766,0,18,1,7,1.5,0,1,-1.396551724
0000-0003-4425-6043,0,26,1,11,0,1,1,0.225806452
0000-0003-4438-2162,0,18,1,12,0.086956522,1,1,0.19509476
0000-0003-4447-2408,0,18,1,8,0,0,1,0.611111111
0000-0003-4496-5050,0,4,1,5,0.092592593,0,1,-0.039961014
0000-0003-4513-2528,0,0,1,0,0.090909091,0,1,-0.026688907
0000-0003-4531-9878,0,0,1,0,0,1,1,0.018181818
0000-0003-4533-5333,1,2,1,3,0.036363636,0,1,-0.036363636
0000-0003-4553-0198,0,9,1,3,0.636363636,0,0,-0.493506494
0000-0003-4566-2107,1,10,1,3,0.416666667,0,1,0.338435374
0000-0003-4566-4778,0,30,1,9,0.454545455,0,0,0.045454545
0000-0003-4572-0039,0,21,1,5,0.316666667,0,0,-0.316666667
0000-0003-4573-9047,1,0,1,1,0,0,0,0.043478261
0000-0003-4580-5518,1,0,1,0,0,0,0,0.021276596
0000-0003-4599-3600,0,19,1,9,0.041666667,0,1,0.416666667
0000-0003-4599-6131,0,2,1,8,0.013888889,0,0,0.021825397
0000-0003-4609-4519,0,8,1,6,0.088235294,3,1,-0.054336989
0000-0003-4620-8993,0,4,1,2,0.104166667,0,1,-0.06335034
0000-0003-4627-072X,0,173,1,10,1.085714286,3,1,0.453759398
0000-0003-4647-1388,0,7,1,9,0.052631579,0,1,0.753820034
0000-0003-4652-8241,0,6,1,10,0.088888889,0,0,0.119444444
0000-0003-4655-4730,0,0,1,0,0,2,1,0.072463768
0000-0003-4661-4051,0,37,1,9,0.108695652,0,1,0.224637681
0000-0003-4674-9597,0,0,1,0,0.083333333,2,1,-0.047619048
0000-0003-4698-1783,0,2,1,2,0,2,1,0.047169811
0000-0003-4709-9733,0,6,1,5,0.092592593,3,1,0.114303959
0000-0003-4713-7269,0,0,1,0,0,2,1,0.014705882
0000-0003-4718-652X,0,9,1,8,0.115384615,0,0,0.278554779
0000-0003-4723-2645,1,3,1,4,0.073170732,0,1,0.136131594
0000-0003-4729-4678,0,18,1,4,0.271186441,1,1,-0.271186441
0000-0003-4740-489X,0,0,1,0,0,3,1,0.0125
0000-0003-4756-8632,0,3,1,1,0.157894737,1,0,0.057791538
0000-0003-4772-8309,1,2,1,3,0.042553191,0,0,-0.042553191
0000-0003-4788-6737,0,12,1,5,0.137931034,1,1,-0.074438971
0000-0003-4815-1863,0,49,1,12,0.186046512,2,1,-0.019379845
0000-0003-4821-3585,0,5,1,4,0,1,1,0.326530612
0000-0003-4828-6100,0,1,1,4,0.027027027,0,0,-0.027027027
0000-0003-4839-1525,0,0,1,0,0,1,1,0
0000-0003-4860-4519,0,6,1,4,0.073170732,3,1,-0.033170732
0000-0003-4864-2347,0,5,1,4,0.857142857,3,1,-0.857142857
0000-0003-4866-3017,1,3,1,3,0,0,0,0.129032258
0000-0003-4873-0697,0,0,1,0,0,2,1,0.025974026
0000-0003-4879-2775,0,8,1,5,0.1,0,1,0.047727273
0000-0003-4915-0336,0,11,1,4,0.128205128,0,1,0.100961538
0000-0003-4918-3955,0,0,1,0,0,0,1,0.044444444
0000-0003-4923-3633,0,5,1,3,0,3,1,0.633802817
0000-0003-4936-8247,0,22,1,7,0.411764706,3,1,0.119485294
0000-0003-4953-1761,0,54,1,11,0.472222222,3,1,0.527777778
0000-0003-4958-5137,0,12,1,6,0.156862745,0,1,0.143137255
0000-0003-4960-1061,0,0,1,0,0,2,1,0
0000-0001-5003-4434,0,3,0,3,0.087719298,0,1,-0.025219298
0000-0001-5010-7517,1,13,0,5,0,0,1,0.259259259
0000-0001-5090-8250,1,8,0,5,0.146341463,0,1,-0.046341463
0000-0001-5128-841X,0,5,0,6,0,0,1,0
0000-0001-5133-6688,1,1,0,3,0.022222222,0,1,-0.022222222
0000-0001-5154-6474,1,5,0,3,0.121212121,0,1,-0.121212121
0000-0001-5225-1010,0,18,0,8,0.214285714,0,1,-0.214285714
0000-0001-5240-8292,1,12,0,3,0,0,1,0
0000-0001-5265-3407,1,6,0,8,0.08,0,1,-0.08
0000-0001-5267-9631,1,3,0,3,0.05,0,1,-0.05
0000-0001-5271-0686,0,12,0,6,0.291666667,0,1,-0.225
0000-0001-5293-5930,1,15,0,5,0.310344828,0,1,-0.271129141
0000-0001-5297-9079,1,0,0,0,0,0,1,0.026315789
0000-0001-5303-5707,0,3,0,3,0.043478261,0,1,0.123188406
0000-0001-5306-1817,0,28,0,9,0,0,1,0.188679245
0000-0001-5311-9687,0,47,0,9,0.157894737,0,1,0.125124131
0000-0001-5350-266X,0,5,0,6,0.037037037,0,1,0.296296296
0000-0001-5379-1481,1,0,0,0,0.027777778,0,1,-0.027777778
0000-0001-5384-1629,0,0,0,0,0,0,1,0
0000-0001-5385-9626,1,6,0,4,0.122807018,0,1,0.031039136
0000-0001-5407-6164,1,13,0,6,0.270833333,0,1,-0.1875
0000-0001-5410-9608,1,0,0,1,0.057142857,0,1,-0.057142857
0000-0001-5413-3739,1,13,0,3,0.270833333,0,1,-0.193910256
0000-0001-5420-2554,0,6,0,2,0.095238095,0,1,-0.095238095
0000-0001-5475-8237,0,9,0,5,0.277777778,0,1,-0.277777778
0000-0001-5480-4547,1,3,0,3,0.054054054,0,1,0.008445946
0000-0001-5481-4059,1,0,0,0,0,0,1,0.134615385
0000-0001-5488-8576,1,2,0,2,0.333333333,0,1,0.952380952
0000-0001-5514-6523,0,0,0,0,0,0,1,0
0000-0001-5526-3746,1,31,0,6,0.637931034,0,1,-0.637931034
0000-0001-5527-199X,0,23,0,7,0.095238095,0,1,0.196428571
0000-0001-5551-1439,0,7,0,6,0.101449275,0,1,0.550724638
0000-0001-5559-7957,0,4,0,4,0,0,1,0.083333333
0000-0001-5569-1038,0,6,0,6,0,0,1,0.198019802
0000-0001-5584-0988,0,3,0,3,0.103448276,0,1,0.014198783
0000-0001-5602-5635,1,4,0,2,0.102040816,0,1,-0.102040816
0000-0001-5602-6347,0,26,0,7,0.3125,0,1,0.354166667
0000-0001-5609-4358,0,8,0,6,0.137931034,0,1,-0.137931034
0000-0001-5628-7328,0,49,0,11,0.277777778,0,1,-0.197777778
0000-0001-5639-6284,0,0,0,0,0,0,1,0
0000-0001-5690-9107,0,18,0,11,0.238095238,1,1,-0.131712259
0000-0001-5697-6086,0,6,0,5,0.127659574,0,1,-0.127659574
0000-0001-5697-9527,1,4,0,5,0.087719298,0,1,-0.087719298
0000-0001-5702-225X,0,34,0,7,0,0,1,0.576923077
0000-0001-5720-0941,0,0,0,0,0,0,1,0
0000-0001-5732-9905,0,15,0,3,0.75,0,1,-0.3125
0000-0001-5745-8758,1,14,0,6,0.025641026,0,1,0.065268065
0000-0001-5747-3595,1,8,0,2,0.276595745,0,1,-0.276595745
0000-0001-5761-5020,1,10,0,6,0.186440678,0,1,0.188559322
0000-0001-5761-9435,0,1,0,2,0.035087719,0,1,-0.035087719
0000-0001-5768-7729,0,0,0,0,0,0,1,0.12244898
0000-0001-5799-0891,0,0,0,0,0,1,1,0
0000-0001-5852-9757,1,6,0,3,0.323529412,0,1,-0.249455338
0000-0001-5854-8691,1,0,0,0,0,0,1,0.192307692
0000-0001-5862-1481,0,20,0,6,0.357142857,0,1,-0.19047619
0000-0001-5868-380X,0,14,0,6,0.166666667,0,1,-0.166666667
0000-0001-5938-7180,0,0,0,0,0,0,1,0.095238095
0000-0001-5948-4327,0,2,0,2,0,3,1,0
0000-0001-5979-8967,1,3,0,3,0.045454545,0,1,0.161442006
0000-0001-6006-5031,0,0,0,0,0,0,1,0
0000-0001-6012-8100,1,4,0,5,0.064516129,0,1,0.026392962
0000-0001-6029-7510,1,3,0,3,0.041666667,0,1,0.104166667
0000-0001-6032-9340,1,14,0,6,0.196078431,0,1,0.076648841
0000-0001-6039-0555,0,6,0,5,0.075,0,1,0.325
0000-0001-6065-6958,0,2,0,14,0,0,1,0
0000-0001-6066-4130,1,0,0,1,0.024390244,0,1,-0.024390244
0000-0001-6070-4307,0,7,0,6,0.066666667,0,1,0.733333333
0000-0001-6085-7880,0,16,0,7,0.108108108,0,1,0.641891892
0000-0001-6092-8001,0,17,0,8,0.178571429,0,1,0.052197802
0000-0001-6116-4680,1,14,0,4,0.327586207,0,1,-0.30055918
0000-0001-6152-7963,1,5,0,5,0.089552239,0,1,-0.089552239
0000-0001-6188-993X,0,6,0,7,0,0,1,0
0000-0001-6202-8779,0,14,0,8,0.081081081,0,1,0.093918919
0000-0001-6236-6356,1,3,0,3,0.052631579,0,1,-0.052631579
0000-0001-6240-0147,1,5,0,4,0.126760563,0,1,-0.126760563
0000-0001-6254-2428,0,21,0,12,0.166666667,3,1,-0.10952381
0000-0001-6259-3049,1,14,0,5,0.288135593,0,1,-0.251098556
0000-0001-6266-5292,1,1,0,1,0.072463768,0,1,-0.041213768
0000-0001-6266-6869,0,4,0,4,0.085106383,0,1,0.137115839
0000-0001-6277-662X,1,24,0,4,0.684210526,0,1,-0.499025341
0000-0001-6295-2435,1,10,0,3,0.233333333,0,1,-0.033333333
0000-0001-6348-5293,0,6,0,5,0.111111111,0,1,-0.111111111
0000-0001-6351-5982,1,2,0,2,0.085106383,0,1,-0.085106383
0000-0001-6352-3165,1,7,0,5,0.063492063,0,1,-0.063492063
0000-0001-6362-6340,1,3,0,2,0.068965517,0,1,0
0000-0001-6391-0798,0,7,0,5,0.05,0,1,0.95
0000-0001-6395-706X,0,3,0,3,0.142857143,0,1,-0.095238095
0000-0001-6395-7430,0,2,0,1,0,0,1,0
0000-0001-6416-9970,0,11,0,6,0.147058824,0,1,-0.035947712
0000-0001-6424-5734,1,10,0,4,0.333333333,0,1,-0.333333333
0000-0001-6452-1778,0,58,0,16,0,0,1,0
0000-0001-6478-8819,1,0,0,0,0,0,1,0.305555556
0000-0001-6527-6049,0,1,0,2,0.03030303,0,1,-0.03030303
0000-0001-6542-5892,0,1,0,1,0.017241379,0,1,0.032758621
0000-0001-6560-4890,1,18,0,4,0.317460317,0,1,-0.317460317
0000-0001-6615-1096,1,2,0,1,0.147058824,0,1,-0.13372549
0000-0001-6631-0747,1,2,0,2,0.060606061,0,1,0.12987013
0000-0001-6674-4238,1,1,0,3,0.013888889,0,1,-0.013888889
0000-0001-6679-5414,1,11,0,4,0.210526316,0,1,-0.034055728
0000-0001-6692-6859,0,28,0,5,0.245614035,0,1,0.421052632
0000-0001-6729-219X,1,6,0,4,0.166666667,0,1,0
0000-0001-6777-2441,0,8,0,7,0,0,1,0.211764706
0000-0001-6789-019X,1,0,0,0,0,0,1,0.0625
0000-0001-6826-2486,1,14,0,5,0.234375,0,1,0.379261364
0000-0001-6846-1151,0,12,0,7,0.117647059,0,1,-0.100697906
0000-0001-6897-4512,1,20,0,5,0.4375,0,1,-0.215277778
0000-0001-6898-549X,1,5,0,5,0.184210526,0,1,-0.01399776
0000-0001-6918-8900,1,0,0,0,0.014492754,0,1,0.179951691
0000-0001-6931-900X,0,13,0,6,0.25,0,1,0.277777778
0000-0001-6933-4971,1,67,0,24,0.948275862,0,1,-0.687406297
0000-0001-7010-4604,0,4,0,5,0.571428571,0,1,-0.338551859
0000-0001-7031-1443,0,3,0,5,0.09375,0,1,-0.062003968
0000-0001-7040-0817,0,1,0,1,0,0,1,0
0000-0001-7047-2861,1,2,0,2,0.043478261,0,1,0.061784897
0000-0001-7047-8454,0,3,0,3,0.090909091,0,1,-0.090909091
0000-0001-7076-8056,0,43,0,9,0.56,0,1,-0.42
0000-0001-7097-4810,1,2,0,4,0.036363636,0,1,-0.036363636
0000-0001-7111-8485,1,11,0,6,0.209302326,0,1,-0.209302326
0000-0001-7114-4552,0,4,0,6,0,0,1,0.083333333
0000-0001-7153-0656,0,12,0,6,0.291666667,1,1,-0.236111111
0000-0001-7162-1427,1,0,0,0,0,0,1,0
0000-0001-7183-7973,1,8,0,4,0.175438596,0,1,-0.050438596
0000-0001-7195-4897,1,2,0,3,0,0,1,0.142857143
0000-0001-7200-8843,0,1,0,1,0.032258065,0,1,-0.032258065
0000-0001-7238-4021,0,9,0,6,0.068965517,0,1,0.321278385
0000-0001-7240-6454,1,2,0,2,0.054054054,0,1,0.091779279
0000-0001-7242-4687,1,0,0,0,0,0,1,0
0000-0001-7247-2734,1,0,0,0,0,0,1,0
0000-0001-7281-3471,1,9,0,5,0.189655172,0,1,-0.013184584
0000-0001-7288-1108,0,4,0,4,0,0,1,0.103448276
0000-0001-7294-8229,0,7,0,7,0.086956522,0,1,-0.086956522
0000-0001-7310-5717,0,0,0,0,0,0,1,0
0000-0001-7333-2768,1,16,0,6,0.24137931,0,1,-0.24137931
0000-0001-7342-3782,1,11,0,5,0.288461538,0,1,-0.143006993
0000-0001-7347-5865,0,0,0,0,0,0,1,0.033333333
0000-0001-7390-7111,0,5,0,2,0.1,0,1,0.02987013
0000-0001-7398-5566,1,47,0,4,0.929824561,0,1,-0.529824561
0000-0001-7432-8891,1,0,0,1,0,0,1,0.05
0000-0001-7483-5017,0,32,0,12,0,0,1,0.121212121
0000-0001-7488-6244,0,27,0,10,0.090909091,0,1,0.121856867
0000-0001-7510-8233,1,0,0,0,0,0,1,0.015873016
0000-0001-7535-7459,1,0,0,0,0,0,1,0.051020408
0000-0001-7540-493X,0,1,0,3,0.060606061,0,1,0.006060606
0000-0001-7549-2386,0,25,0,7,0.083333333,0,1,-0.068181818
0000-0001-7559-7348,0,0,0,0,0,0,1,0.092592593
0000-0001-7581-6571,0,3,0,2,0.047619048,0,1,0.357142857
0000-0001-7585-3866,0,9,0,5,0.222222222,0,1,0.037518038
0000-0001-7599-3869,0,13,0,5,0.068181818,0,1,-0.012626263
0000-0001-7628-516X,1,12,0,6,0.333333333,0,1,-0.3125
0000-0001-7640-8350,0,6,0,2,0.416666667,0,1,0.765151515
0000-0001-7661-4031,0,5,0,5,0.121212121,0,1,-0.121212121
0000-0001-7672-3107,1,27,0,5,0.482758621,0,1,0.103448276
0000-0001-7746-5920,0,21,0,7,1.166666667,1,1,-1.055555556
0000-0001-7765-0982,1,8,0,3,0.127659574,0,1,0.001372684
0000-0001-7776-1834,1,0,0,0,0,0,1,0.05
0000-0001-7791-401X,1,2,0,3,0.19047619,0,1,-0.19047619
0000-0001-7797-1719,0,2,0,2,0.051282051,0,1,0.043956044
0000-0001-7802-0966,0,6,0,5,0,0,1,0.209677419
0000-0001-7805-2108,1,10,0,6,0,0,1,0.210526316
0000-0001-7848-156X,1,3,0,5,0.070175439,0,1,-0.070175439
0000-0001-7863-6947,1,11,0,5,0.185714286,0,1,-0.185714286
0000-0001-7874-389X,0,2,0,5,0.049180328,0,1,-0.049180328
0000-0001-7883-6631,1,40,0,5,0.637931034,0,1,-0.058983666
0000-0001-7893-8814,0,27,0,7,0.033333333,0,1,0.323809524
0000-0001-7927-4167,0,18,0,7,0.170731707,0,1,0.329268293
0000-0001-7928-4146,1,0,0,0,0,0,1,0
0000-0001-7930-3319,1,4,0,2,0.189655172,0,1,-0.011083744
0000-0001-7937-6737,0,14,0,5,0.227272727,0,1,-0.130498534
0000-0001-7943-9750,0,13,0,7,0.1,0,1,0.025
0000-0001-7959-0717,0,27,0,10,0.173913043,0,1,-0.173913043
0000-0001-7978-0596,0,11,0,13,0,0,1,0.133928571
0000-0001-7978-9312,0,4,0,8,0,0,1,0
0000-0001-7981-3757,0,4,0,3,0.105263158,0,1,-0.105263158
0000-0001-7991-4849,1,10,0,7,0.206896552,0,1,-0.13546798
0000-0001-7994-7464,0,2,0,3,0.176470588,0,1,-0.084162896
0000-0001-8010-136X,1,0,0,0,0.031746032,0,1,0.07694962
0000-0001-8020-4190,1,2,0,1,0.057142857,0,1,0.567857143
0000-0001-8048-5180,1,4,0,6,0.016393443,0,1,-0.016393443
0000-0001-8071-8079,0,29,0,6,0.411764706,0,1,-0.142533937
0000-0001-8095-9518,0,6,0,7,0.035714286,0,1,0.097619048
0000-0001-8109-4974,0,9,0,4,0.105263158,0,1,0.199084668
0000-0001-8176-9951,1,0,0,0,0,0,1,0
0000-0001-8190-9483,1,36,0,6,0.631578947,0,1,-0.631578947
0000-0001-8197-5413,0,8,0,12,0,0,1,0.06
0000-0001-8198-5267,0,0,0,0,0,0,1,0
0000-0001-8225-3332,1,2,0,3,0.053571429,0,1,-0.053571429
0000-0001-8253-2278,0,1,0,1,0,0,1,0
0000-0001-8321-1329,1,1,0,1,0,0,1,0.038461538
0000-0001-8321-1898,1,3,0,2,0.146341463,0,1,-0.024390244
0000-0001-8327-061X,0,6,0,2,0,0,1,0.081395349
0000-0001-8337-7118,1,8,0,3,0.155172414,0,1,-0.155172414
0000-0001-8349-3135,0,18,0,9,0.25,0,1,0.113636364
0000-0001-8359-6732,0,1,0,4,0,0,1,0
0000-0001-8363-9448,0,9,0,7,0,0,1,0.125
0000-0001-8395-4392,0,5,0,4,0.137931034,0,1,-0.050974513
0000-0001-8399-3607,0,6,0,6,0,0,1,0
0000-0001-8399-7771,0,91,0,14,0.75,0,1,-0.3125
0000-0001-8466-0257,0,124,0,10,0.625,0,1,-0.106481481
0000-0001-8475-7462,0,2,0,1,0,0,1,0.095238095
0000-0001-8502-6813,0,4,0,5,0.090909091,0,1,0.075757576
0000-0001-8530-8976,0,38,0,6,0,0,1,0.060606061
0000-0001-8534-837X,0,11,0,6,0.16,0,1,-0.029565217
0000-0001-8547-4210,0,14,0,5,0.40625,0,1,-0.40625
0000-0001-8572-649X,0,22,0,8,0.142857143,0,1,0.273809524
0000-0001-8638-1649,0,22,0,5,0.052631579,0,1,0.557537913
0000-0001-8638-3695,0,5,0,2,0.170212766,0,1,-0.170212766
0000-0001-8642-4442,0,0,0,0,0,0,1,0.038461538
0000-0001-8645-7201,1,2,0,3,0.063829787,0,1,0.010244287
0000-0001-8662-0865,1,2,0,2,0.108108108,0,1,-0.108108108
0000-0001-8663-3674,1,14,0,2,0.64,0,1,-0.518787879
0000-0001-8706-6712,0,1,0,1,0.029411765,0,1,0.044662309
0000-0001-8713-0366,1,5,0,3,0.087719298,0,1,0.037280702
0000-0001-8747-2251,1,5,0,6,0.203389831,0,1,0.204017577
0000-0001-8750-3847,1,8,0,3,0.206896552,0,1,-0.106896552
0000-0001-8757-408X,0,13,0,9,0,0,1,0.115384615
0000-0001-8762-2299,0,12,0,5,0,0,1,0.1
0000-0001-8779-1869,1,3,0,4,0.052631579,0,1,-0.052631579
0000-0001-8787-076X,0,2,0,4,0.3,0,1,-0.26875
0000-0001-8792-7850,1,6,0,4,0.114285714,0,1,-0.050793651
0000-0001-8797-3275,0,67,0,4,1.051724138,0,1,-0.551724138
0000-0001-8850-3021,1,5,0,5,0.087719298,0,1,0.08875129
0000-0001-8894-0862,1,7,0,6,0.087719298,0,1,-0.087719298
0000-0001-8924-2820,1,6,0,3,0.155555556,0,1,0.073611111
0000-0001-8938-1927,0,9,0,3,0.127659574,0,1,1.539007092
0000-0001-8954-5610,0,0,0,0,0.043478261,0,1,0.156521739
